step,loss_function,target_value,elapsed_time
191900,5.58879e-03,4.17740e+00,5393
192000,5.67481e-03,4.17366e+00,5396
192100,4.73174e-03,4.17977e+00,5399
192200,4.93930e-03,4.17687e+00,5402
192300,6.34549e-03,4.18256e+00,5405
192400,5.03185e-03,4.18381e+00,5408
192500,5.85374e-03,4.18133e+00,5411
192600,5.94283e-03,4.18358e+00,5414
192700,6.15124e-03,4.18530e+00,5417
192800,7.25479e-03,4.19023e+00,5420
192900,7.27149e-03,4.18520e+00,5423
193000,7.02818e-03,4.18080e+00,5426
193100,6.31878e-03,4.18373e+00,5429
193200,5.53928e-03,4.17219e+00,5432
193300,5.62325e-03,4.19234e+00,5435
193400,5.82628e-03,4.18749e+00,5438
193500,5.53331e-03,4.18227e+00,5441
193600,5.22404e-03,4.18339e+00,5444
193700,5.34002e-03,4.18089e+00,5447
193800,6.25733e-03,4.18560e+00,5450
193900,5.76964e-03,4.18437e+00,5453
194000,5.64849e-03,4.17828e+00,5456
194100,6.21183e-03,4.18414e+00,5459
194200,6.64396e-03,4.19132e+00,5462
194300,4.30078e-03,4.18297e+00,5465
194400,4.93059e-03,4.18535e+00,5468
194500,6.24094e-03,4.17835e+00,5471
194600,5.46392e-03,4.18739e+00,5474
194700,5.50192e-03,4.18349e+00,5477
194800,5.30157e-03,4.18204e+00,5480
194900,4.82368e-03,4.17873e+00,5483
195000,5.74872e-03,4.17963e+00,5486
195100,5.30446e-03,4.17813e+00,5489
195200,4.98605e-03,4.17076e+00,5492
195300,4.85293e-03,4.17742e+00,5495
195400,5.53047e-03,4.17425e+00,5498
195500,7.48185e-03,4.18783e+00,5501
195600,4.92202e-03,4.18541e+00,5504
195700,5.83107e-03,4.17949e+00,5507
195800,5.54303e-03,4.17670e+00,5509
195900,6.22559e-03,4.17591e+00,5512
196000,5.48581e-03,4.17890e+00,5515
196100,5.43242e-03,4.17144e+00,5518
196200,5.58610e-03,4.18852e+00,5521
196300,7.20761e-03,4.17761e+00,5524
196400,5.03712e-03,4.17540e+00,5527
196500,6.27423e-03,4.18615e+00,5530
196600,5.38454e-03,4.17292e+00,5533
196700,4.93085e-03,4.18230e+00,5536
196800,5.90934e-03,4.18549e+00,5539
196900,5.65428e-03,4.16893e+00,5542
197000,5.09939e-03,4.18200e+00,5545
197100,4.98763e-03,4.18023e+00,5548
197200,5.46980e-03,4.17856e+00,5551
197300,5.84217e-03,4.17867e+00,5554
197400,5.85087e-03,4.17949e+00,5557
197500,6.83342e-03,4.18457e+00,5560
197600,7.47539e-03,4.19171e+00,5563
197700,5.10055e-03,4.17729e+00,5566
197800,5.05108e-03,4.17407e+00,5569
197900,4.89895e-03,4.17299e+00,5572
198000,5.53343e-03,4.18679e+00,5575
198100,6.32891e-03,4.18562e+00,5578
198200,6.45468e-03,4.17907e+00,5581
198300,5.69243e-03,4.17679e+00,5584
198400,5.07277e-03,4.18150e+00,5587
198500,5.44295e-03,4.18167e+00,5590
198600,5.26574e-03,4.16805e+00,5593
198700,4.85150e-03,4.18246e+00,5596
198800,6.27055e-03,4.19472e+00,5599
198900,5.30817e-03,4.18200e+00,5602
199000,5.89427e-03,4.18039e+00,5605
199100,5.41388e-03,4.18006e+00,5608
199200,7.17444e-03,4.17609e+00,5611
199300,5.84286e-03,4.17818e+00,5614
199400,5.74724e-03,4.17930e+00,5617
199500,5.58049e-03,4.18052e+00,5620
199600,6.12110e-03,4.18110e+00,5623
199700,5.35511e-03,4.17956e+00,5626
199800,5.91543e-03,4.17727e+00,5629
199900,5.63337e-03,4.18380e+00,5632
200000,7.08004e-03,4.17759e+00,5635
